,count,hate_speech,offensive,neither,class,comments
166,0,0,0,0,2,"Akwai dalilinyin hakan, Amma kamatayai abinchika kafinhakan sukuma dahakatafaru dasu Allah yabasu hakuri dajuriya amin"
167,3,1,1,1,0,Kenan tsirara zasu Rika fita? Hmmn! Ai sun makara duniyar musulunci tayi Nisa wlh.
168,3,1,1,1,1,Akwai gari da Kai dai katashi ka ganshi baban gidan jaridar ma yatashi ya ganshi kuma su Fulanin suntan da gari don haka ya Yan su suka jamasu ba duk rugga Abba barawoba
169,0,0,0,0,2,Akwai Gyara gidan Rumfa Yakubu Gerin Sarakuna Yana na 4 1565 kuma Dauda Abasama yana na( 5 ) 1564 yaya abun yake?
170,0,0,0,0,2,"Akwai na kirki akwai Kuma na banza, Allah ya rabamu da masu ci da addini."
171,0,0,0,0,2,"Akwai wani mutum muma a unguwan mu ya ninka wannan so biyu da rabi, sunanshi DAN SALE KWANERU"
172,0,0,0,0,2,Al Gafarta Mal Inada Tambaya
173,0,0,0,0,2,Alhamdu lillah muna gdy ga Allah da yasa Qatar suka gayyace Ash Sheikh Dr zakir Naik Allayasa hakan ya zama silar shir yuwar dayawa da kuma musuluntar da yawa. Alla ya karam Dr lfy yasa Albarka arayuwar ahi
174,0,0,0,0,2,Alhamdulilahi shigu haka sukikorarmu daga gidajinmu
175,0,0,0,0,2,"Alhamdulillah. Wannan abun yayi kyau matuqa, in shaa'Allahu hakan zai zama sanadin karbuwar musulunci ga wasu da dama da zasu halarchi Gasar."
176,3,1,1,1,1,Alhamdulillah Allah Ubangiji Yakara Toshe masu basira Suyita Kashe kansu. Shegu marasa Hankali marasa Lissafi
177,3,1,1,1,0,Alhamdulillah Allah yaci gaba da dora musu masifar kashe kqsnu ko a ina suke alfarmar wanda kayi duniya dominsa
178,0,0,0,0,2,Alhamdulillah Allah yakara daga MUSULUNCI da MUSULMAI a duniya.
179,0,0,0,0,2,"Alhamdulillah BINI'IMATUL ISLAM duk Wanda yawayi gari yaganshi amatsayin musulmi kuma a karkashin tutar babban jagora wato Annabi MUHAMMADU sallallahu Alaihi wassalam ðŸ’– to yagodema Allah babu abinda yakai haka arziki """""""" ubangiji kayafe Mana zunubanmu kasa mucika da imani alfarmar ummun ma'aiki nana Aminatu radiyallahu anhu ðŸ’–ðŸ¤²"
180,0,0,0,0,2,Alhamdulillahi Allah ya karawa Annabi daraja
181,3,1,1,1,1,Inbaku gode Allah ba to kwadandana kudarku shi buhari ba Allah bane ba kumfa yaqunnebaaa ðŸ¤·saebaba ko Ana ruwan kwalabe
182,0,0,0,0,2,Ali Kibal Zuga nima ina cikin zuri'ar sarki Abdullahi maje karofi dan Ibrahim dabo
183,0,0,0,0,2,Ali Kibal Zuga suna nan daura da unguwannin da ke gewaye da gidan sarkin Kano
184,3,1,1,1,0,"Aliyu Adamu ai za,akoma gaban Allah kowa zaici ubansa"
185,0,0,0,0,2,Aliyu Muhammad kaji Tsoron Allah
186,0,0,0,0,2,Aliyu Musah da ace nine akayiwa Haka hhhhhhhhhhhðŸ”«ðŸ”«ðŸš„ðŸš„
187,3,1,1,1,2,Aliyu Musah Fulani ai dama basu da gariðŸŒ‡ âŒ Yan daji neðŸš¸
188,3,1,1,1,0,Aliyu Musah dan ta'adda ne kawai ðŸ¤·â€â™‚ï¸
189,3,1,1,1,0,Aliyu Musah kana nufin fullani daban yan ta'ada daban dan ni ban taba ganin wata kungiyar fullani mai kyamar ta'adaci ba
190,1,1,0,0,2,Aliyu Musah su wadanda fullani suka konawa gida kayi musu irin wanan tanbayar
191,0,0,0,0,2,Aliyu Musah wannan tsohon labari ne Malamâœï¸
192,3,1,1,1,1,Aliyu Yau inakabaro ubanka shima Dan akuya ne
193,0,0,0,0,2,Allah bada zaman lafiya
194,3,1,1,1,1,Allah sarki ai musulunci nan Gani nn bari wadnn da suka fisu ma sunyi Basu Kai lbr ba balle kananan kwari irin ku
195,0,0,0,0,2,Allah basu zaman lafiya ya Rabasu da munafukai
196,0,0,0,0,2,Allah baya barchi gayan ta ada adarji akasamusu komai adawo kan Fulani anazaluntasu su Fulani yan Nigeria sunadayanchin zama akoina.
197,0,0,0,0,2,allah dai ka iyamuna ameen wai mai muke nema awajen matan Najeriya wanda basuda shi gasuda hankali ga tarbiya ga natsuwa ga ilimi ga tausayi ga saninya kamata dadin dadawa ga su musulmine toh meza anuna musu inadai bason kaiba
198,3,1,1,1,1,Wannan rashin kunya che tsabagenta dama chan ba masoyin gaskiya nee.!
199,3,1,1,1,2,Allah duk yadda zamani zai canja ya Allah ka barmu da imanin mu ameen. Ya Allah ka kara musu nauyin kasa duk masu irin wannan hali Allah kasa su daina inbazasu shiryuba Allah ya tsundumasu a cikin karkashin wutar jahannama ameen
200,0,0,0,0,2,Allah ka bamu mafita Dan tsarkin sunayenka.
201,3,1,1,1,1,Allah ka isammusu Akansu jahillai kawai
202,0,0,0,0,2,Allah ka karemu ka Kare Al Umar Annabi da irin wannan aiki ameen ya Allah
203,0,0,0,0,2,"Allah ka sare yan uwa musulmai ka shikan wa'enda suka rasu wanda aka kama kuma Allah ka kubutar dasu ""Ya Hayyu Ya Qayyum"""
204,0,0,0,0,2,Allah ka shiryemu ka shirya Mana zuri'a. Allah kada jarrabemu da abinda ba zamu iya ba. Dukkan masu aiki na alfasha Allah ka cusa musu tsoranka kafin aikatawa Allah ya yafe musu Allah ka hanasu cutar da bayin Allah. Allah kasa su zama masu kaico da bada nasiha na daga abinda suka aikata a baya cikin sani ko rashin sani. Ameen ya hayyu ya qayyum
205,0,0,0,0,2,Allah kabamu ikon Kara mata ta biyu inyi adalci tsakanisu
206,3,1,1,1,1,Allah kahadamu da turawa ba irin turawan kano ba fiska ja dukkuraje kafa baki ga muni ga wari
207,0,0,0,0,2,Allah kaina ya San dai dai tsakanin sojoji da fulanin da Abu yafaru da su
208,0,0,0,0,2,Allah kajinqansu da Rahama
209,0,0,0,0,2,Allah Kara mana Samun Masara
210,0,0,0,0,2,Allah karabu da mugunji da mugun Gani Amin
211,0,0,0,0,2,Allah kasan damuwar bayinka ya Allah kayaye muna damuwarmu albarkacin annabi muhammed S. A. W
212,1,0,1,0,2,Allah kashiga tsakanin nagari da mugu
213,0,0,0,0,2,ALLAH KAYI MANA KATAN KARFFI DA TALAUCI.
214,0,0,0,0,2,Allah Kayi mana maganinsu
215,0,0,0,0,2,Allah Keenan wazaiyi wannan inba ubangiji ba Allah kakaramana imani kasa mumutu akansa ya rabbil arshil az
216,0,0,0,0,2,Allah kenan mai kashewa da rayawa a duk inda yaso Kuma yaga dama inda zata shekara dubu a rijiya in baiga damar ta mutu ba to bazata mutu ba
217,0,0,0,0,2,Allah kenan mehikima Allah mungd ya Allah kacigaba d shiga cikin lamarinmu
218,0,0,0,0,2,"Allah kenan, Babu abinda bazai iyayiba."
219,0,0,0,0,2,Allah kkawomana mafita
220,0,0,0,0,2,Allah mai iko Allah ya cigaba da karemu
221,0,0,0,0,2,"Allah Mai iko wato wasu Abubuwan idan akace zasu iyu Sai muce Sam A,ah Amma Yanxu Gashi Ubangiji ya Nuna Ikonsa Anan ðŸ¤²ðŸ™"
222,3,1,1,1,1,"Shashasha, ai idan taku ne mutanen Katsina da Buhari bai zama shugaban kasa ba. Mune talakawan Najeriya masoyan sa da Tinubu da KARFIN ALLAH Yasa zai mulki kasar nan, kuma ALHAMDULILLAHI bai bamu kunya ba. #Hege mai hassada da mugun hali, karamin mutum. Ba wani amanar Katsina da yaci, nawa ka saka a kampen din Buhari? Shashasha, Dakiki, Dan Bakin Ciki!"
223,0,0,0,0,2,ALLAH MAI IKON DAYA ISA DAKANSA!
224,0,0,0,0,2,"Allah me girma allah kakara tsare mu damu da zuri, armu baki daya"
225,0,0,0,0,2,Allah mun tuba.wadanan mutane sun zama mana anoba Allah yayi mana tsari da su
226,0,0,0,0,2,Allah ne kadai yasan adadin aljanun da ta kwana dasu cikin kwanakin da tayi.
227,0,0,0,0,2,ALLAH NIMA YA KAWO NAMU DA GIMBIYATA TEEEEEEEEEMAAAAAAAAA
228,3,1,1,1,0,"Allah raka taki gona, an rage mugun iri. Allah ka Kara rage mana dubun su ko kuma duka gaba dayansu idan dai ba masu shiryuwa bane."
229,0,0,0,0,2,Allah sa musu yadda akayi a kd
230,0,0,0,0,2,Allah saiya saka musu .tunda axaluncesu indai maganar ta adancine a Nigeria babu kabilar da batayi
231,0,0,0,0,2,Allah sama shekara 100 suka shafe
232,0,0,0,0,2,Allah Sarki ðŸ˜¥ Astagfirullah!!! Allah Kazaunar mana da qarasmu lafiya da zama lafiya ðŸ™
233,0,0,0,0,2,Allah sarki Allah. Allah Dan alfarmar annabi Allah Kara ya mu abisa addanan musulalci
234,0,0,0,0,2,Allah sarki Allah mai iko
235,0,0,0,0,2,ALLAH SARKI BAKUSAN ZUCIYAR TABA WATAKILA AKWAI AYARTAMBAYA AKANTA. ABUBAKAR ITAS GADAU MAZAUNIN GOMBE
236,3,1,1,1,1,"Kayi dede saide kash ai yawancin talakawan Nigeria dadamansu basusan zalilci ba, basusan adalciba she yasa ana zalitansu wasu makafi suna godiya, ammande ai she Buharj ya gama magana yace ai jiki magayi."
237,0,0,0,0,2,Ya Allah kayi mana maganin masu É“atawa musulunci suna
238,0,0,0,0,2,Tir daku masu yada manufofin yahudawa. Munsan babu wani musulmin kirki daxaice bayason hijabi domin umarnin Allah (T) ne
239,0,0,0,0,2,Allah sarki wllhy fulani suna bani tausayi ni banda Alaka da fulani Amma a gaskiya Ana zalintar su komai ya taso fulani. Ai kufa mutane ne kuma suma mutane yadda kuke haka suke ba duka Aka taru Aka zama daya ba a KO ina dakwai 6ata gari Ya Allah ka zaunar da kasar mu lfy kakawo mana hadin kai me dorewa a tsakaninmu. Kuma kuna rushe msu mazauni mune ma tawani fanni wllhy bamada gaskiya
240,3,1,1,1,1,"Allah sarki, Allah yasaka maka ya bima hakkin ka akan wadannan azzaluman,sai kuma kakara zabar su gobe ma."
241,0,0,0,0,2,"Allah sarki,toh me zamu ce ne, masu laifi ne ko ba masu laifi ba Allah kadai ya sani ðŸ˜”"
242,0,0,0,0,2,Allah Sarkin Rahama. Allah ya bata lafiya ya Æ™ara karemu ðŸ™
243,0,0,0,0,2,Allah Shi taimaki malam da Mahdi Shehu.
244,0,0,0,0,2,Allah shikyauta gaskiya na Jajanta masu
245,0,0,0,0,2,"Allah shine masani, duk wasu surutun banza da wofi ba shine mafita, mu gyara aiyukanmu mu roki Allah ya kawomana zaman lfy a kasar mu"
246,0,0,0,0,2,Allah taala ba azzalumi bane adili ne
247,0,0,0,0,2,Allah ubangiji yaa baki nagari
248,0,0,0,0,2,Allah ubangiji yajikansu da rahama
249,0,0,0,0,2,Allah ubangiji yakawumuna karshen wannan masifa alfarmar annabi da alqur ani maigirma
250,0,0,0,0,2,ALLAH ubangiji yasa kinyi mutu ka raba kenan
251,3,1,1,1,1,Yanzu nan har sai anhanaka Zuwa lallai turawa suna ganganci ai idan a Naija ne kilometer 100 da wurinma ba'a ZuwaðŸ˜‚
252,0,0,0,0,2,Allah wadarai da aikin zalunci. Allah zai cigaba da ba fulani kariya a duk inda suke. Allah kabi musu hakkinsu cikin gaggawa.
253,3,1,1,1,2,Allah wadaran naka ya lalace to meye hausan meye fulanin Ida kabila ya tashi zaginsa hadawa yakeyi gaba daya. Kuma ko wani yare akwai nagari da mugu ba yare daya bane eeeeheee
254,3,1,1,1,1,ALLAH WADDE DAWANNAN AIKI
255,0,0,0,0,2,Allah y Baku zaman lfy ys albarka
256,0,0,0,0,2,Allah y basu zaman lfy dan sirrrin da ke cikin auren sunnah manzon allah s. A. W
257,0,0,0,0,2,Allah y jikansu ya kubutar da Wanda suke hannunsu ameen
258,0,0,0,0,2,Allah y kaini turai ina so batura
259,0,0,0,0,2,ALLAH y kawo mafita. Kuma ALLAH ya tona sirin mutanen da suka É—auki yarn
260,0,0,0,0,2,Allah y kawomana saukin wannan Abu
261,0,0,0,0,2,Allah y keu wani Abun sai addua
262,0,0,0,0,2,Allah y kubutardasu Wanda yamutu Allah y jikanshi
263,0,0,0,0,2,Allah ya ba ta musulmi salihi amin
264,3,1,1,1,1,"Kai yanzu gashi kajawowa matarka zagi,to nimade zanfadi abunda nagani Cikinta kamar na tururuwa"
265,3,1,1,1,2,"Masha Allah, isso Ã© um progresso em alguns aspectos, mas Ã© uma pena que os burros estejam sendo espancados... Isso impedirÃ¡ que os pais durmam completamente! Depois os homens fazem mÃ³veis, incluindo cadeiras e mÃ³veis de cozinha. SÃ³ pedimos que dÃªem dote"
266,3,1,1,1,0,"ðŸ˜ƒðŸ˜ƒai ku baku saniba lalacewar ta samari ta fi haka ,sufa so suke ai daina lefe kwatakwata ya zamana cewa sadaki kawai zasu bayar ,a wuce gurin"
267,3,1,1,1,2,Dan Allah yaushene za sauke farashin Aure a kebbi state?ðŸ™ˆ
268,3,1,1,1,0,Mu a Nigeria yawancin masu kudinmu fasukaine wannan shine banbancin mai kudi balarabe da mai kudin Africa na Africa baisan yanemi aljanna da kudisa ba sai harkar watsewa amma balarabe aljanna kawai yakenema Allah ya shiryemu
269,3,1,1,1,1,"In mafadin magana wawa ne, ai bai kamata mai saurare ya zama wawa ba. Dan Allah wannan tayi kama da wakiliyar musulunci? Kuma kai kayarda da saboda musulunci aka cireta? To dafarko danme aka bata mukamin?"
270,3,1,1,1,1,Aikin banza ministan wahalan kije ki koyi wata hanyar da zata taimaki al'umma kawai kigani inbaci riba biyu ba
271,3,1,1,1,2,Aida yabar bakin a budeðŸ™„
272,3,1,1,1,0,Jahilin da ya auri kada zakuce
273,3,1,1,1,1,Hauka dangi dangi. Allah ya hn!!!!!!
274,3,1,1,1,0,Haley yan mu ne bayi da lay fi mu day mutanen nigeriya kuwa bay iya ba say wa ya iya mu day muna ta re da baba
275,3,1,1,1,1,Kamar yadda kuka fara cin amanar alummar katsina ba.
276,3,1,1,1,0,Yachi amanar Arewa dae mutum dubu nawa suka rasa rayukansu da dukiyoyinsu sabuda shi Allah dae seya sakama na
277,3,1,1,1,0,Matuqa yacika maci Amanar katsinawa yanunamana asalinshi inbanda kashemuda ake Babu wata uwa dayatsinanamamu mae makon yasakamana da alkaeri sae kuma akasin Hakan abincika wataqila ba asalin Dan katsina baneba sbd duk bakatsine ansashi dakara shikuma bashi da ita bamuyafeba katsinawa ðŸ˜­ðŸ˜­
278,3,1,1,1,1,Allah ya dauro ma sauran masuyi suma jafa'i
279,0,0,0,0,2,"Allah Ya dawo da su gida lafiya ba tare da sun karbi kudin daga hannunshi ba, adinga tayashi da addu'a a yawaita fadin Lahaula wala kuwata illah billah a yawaita yinshi,don AllÃ h jama'ar sulunmi a dage da yinsa wallahi zaga sakayya Inshaa Allahu"
280,0,0,0,0,2,"Allah ya fisu,Muna rokon Allah ya bi maka hakkinka ya baka abunda yafi wanda ka rasa"
281,0,0,0,0,2,Allah ya fito dasu don Alfarma Annabi muhammad s a w
282,0,0,0,0,2,allah ya haskaka makwancin wadanda suka mutu. Allah ya kubutar da wanda aka kama.
283,3,1,1,1,0,Allah ya isa kune ke tada hankalin mutane kuje daji bagida azzallumai kawai
284,3,1,1,1,0,Saboda katsina ce kadai Nigeria hmm Arewa
285,1,0,1,0,2,Allah yatsine Mai albarka
286,0,0,0,0,2,"Allah ya Isar mana ,sukuma Allah yabasu mafita"
287,0,0,0,0,2,"Allah ya isarmaka da isarsa yamasu mafita, Allah yatsare sauran musulmai."
288,3,1,1,1,0,"Shima Ganduje bashida hankali, idan shugaban mai hankali ne da zai daure ya kyalesu, suma nan gaba na baya zasu rama masa, amma Allah yayi shi mara hakuri."
289,0,0,0,0,0,Allah ya isarmasu.. Ire iren wayanann abubuwan ne suka kaimu ga halinda muke ciki a yau rashin adalchi na wasu shaggun mutane Allah ya isaa
290,3,1,1,1,1,Sunci amanan kansu dai. Munafuncin dodo kan ci mai shi...
291,0,0,0,0,2,ALLAH ya jikan musulmai
292,0,0,0,0,2,Allah ya jikan musulmi. Allah yasa mucika da kyau da imani
293,0,0,0,0,2,Allah ya jikan shi da rahma shikuma Allah ya fito dashi lfy
294,0,0,0,0,2,Allah ya jikan su ya gafarta masu ya amshi shahadarsu
295,0,0,0,0,2,Allah ya jikansu. Wa'inda aka Kama Allah ya kuptar dasu. Masu garkuwa kuma. Allah ya isa
296,0,0,0,0,2,Allah ya jikansu da rahama Amin ya rabbi
297,0,0,0,0,2,Allah ya kahomun wacce tafi wannan kaga saina hada biyu ga yar nigeria ga juma baturiya farar fata
298,0,0,0,0,2,Allah ya kara bada zaman lfy yasa muma mudace da mazaje na gari
299,0,0,0,0,2,Allah ya Kara Kiya ye Dan albarkacin annabi Muhammadu Manzon Allah S.A.W. Allah ya Kara lafiya Dan albarkacin annabi Muhammadu Manzon Allah S.A.W Ameen sunma Ameen.
300,0,0,0,0,2,Allah Ya kara mana yawan. Amma chan wai waye nake hagowa ne da bakin gilashi kamar maka..........
301,0,0,0,0,2,Allah ya Kara TARWATSA Su Bako soja ka Dai ba
302,0,0,0,0,2,Allah ya kara tsaremana yaranmu Allah kenan buwayi gagara misali
303,0,0,0,0,2,Allah ya karatona asirinsu saboda yan uwansu suka jamusu. Allah yazaunar da qasarmu lapiya
304,0,0,0,0,2,Allah ya karbi shahadar su
305,0,0,0,0,2,"Allah Ya Karbi Shahadar Wadanda Suka Mutu, Wadanda Akai Garkuwa Dasu Kuma Allah Ya Kubutar Dasu Don Arzikin Annabi Muhammadu (S A W)."
306,0,0,0,0,2,Allah ya karemu da irin wadannan bayinka marasa kishin kasa. Wane irin cen zarafe da zubarda mutum ce yan kudu abbasa yiwa yan arewa amma kataba jin lbrn wani ya kai dan uwansa kotu Amma mu fa dayawa wasu sunayin irin hakane dun wata manufa ko neman suna ku kudi Allah ya wadaran naka ya lalace
307,0,0,0,0,2,Allah ya kawo karshen yanta'adda
308,0,0,0,0,2,"Allah ya kawo mafita, Allah ka kare hannummu daga zaben Shugabannin da zasubar daaddanci ya samu wurin zama a kasarmu. Ka zaba mana masu yi don alumma"
309,0,0,0,0,2,Allah ya kawo mana karshen wannan masifa.
310,0,0,0,0,2,Allah ya kawo mana karshen wannan muguwar Aikin
311,0,0,0,0,2,Allah ya kawo mana saukin wannan al'amarin
312,0,0,0,0,2,Allah ya kawo mashi dauki ya kubutar da Yan uwan shi cikin salama
313,3,1,1,1,1,Karya kake duk bubuwanda yake muku
314,0,0,0,0,2,Allah ya kawu mafita ameen
315,0,0,0,0,2,Allah ya kiyaye Allah ya sherye su
316,0,0,0,0,2,Allah Ya kiyaye karsu koma kivimashin
317,3,1,1,1,1,Dan majalisan ko Dan iska barawone
318,0,0,0,0,2,Allah ya kiyaye ya kuma fito dasu lfy yakawo mana karshen wannan musifar Allahumma Amin
319,0,0,0,0,2,Allah ya kubutar dasu ba tare da ko sisi ba
320,0,0,0,0,2,Allah ya kubutar dasu cikin aminci ya Allah ka dai dai tasu
321,0,0,0,0,2,Allah ya kubutar ta dasu cikin aminci Mukuma Allah ya tsare mu
322,3,1,1,1,0,Ai babu wanda wannan gwamnatin bata yaudara ba acikin talakawa
323,3,1,1,1,0,Sun chuchi kansu da kansu dai babu ruwan Buhari
324,3,1,1,1,0,Kai ma Kaci amanar jama'a don kune manya-manyar azzalumai din
325,3,1,1,1,0,Ai su suka fara chin amanar jahar kt
326,3,1,1,1,1,"KAI AMANAR MUTANE NAWA KA CI, MUNAFIKI DON ME KA RUFE IDON KA, WAWA, BANZA, WOFI"
327,0,0,0,0,2,Allah ya kyauta ya kuma kawo mana Æ™arshen wannan fitina
328,0,0,0,0,2,Allah ya kyauta ya shirya
329,0,0,0,0,2,"Allah Ya ma wanda ya dakatar dashi albarka, gashi kamar mai hnkl amma ina"
330,0,0,0,0,2,"Allah ya mayar ma da mafi alkhairi, su kuma Allah ya fito da su lafiya"
331,0,0,0,0,2,Allah ya mayar maka da abinda ka sayar domin fanso yaran ka.
332,0,0,0,0,2,Allah ya mayarma da mafificin alkhairi ya kara tsare gaba Amin
333,0,0,0,0,2,Allah ya miyar Maka duk abinda ka rasa dalilin ceto yaranka
334,0,0,0,0,2,"allah ya qara tsare mu da zuri,armu baki daya"
335,0,0,0,0,2,"Allah ya qara, hakan yayi kyau"
336,3,1,1,1,2,Allah ya raba nagari da mugu.
337,0,0,0,0,2,Allah ya rabamu da mummunan karshe alfarmar Sayyadina Rasulillah S. A. W
338,3,1,1,1,2,Abun da kaman wuya Wai raba buhari da talakaðŸ˜‚sai baba Allah ya Kara tsawon Rai...
339,3,1,1,1,1,Allah ya sa sune munafuken
340,3,1,1,1,1,Allah ya saka masu azzalumai tsinannu kawai
341,3,1,1,1,1,Balaifisabane munafiki Dan majalisa kune munafukai
342,0,0,0,0,2,Allah Ya saka musu da gaggawa idan su suke da gaskiya
343,0,0,0,0,2,"Allah ya saka musu,wannan ai zalunci ne !wannan shine kesa zuciya ta debi mutum ya fada ta'addanci sbd daukan fansa."
344,0,0,0,0,2,Allah ya sakama sojojin da sukayi wanna aiki da alkhairi
345,0,0,0,0,2,Allah ya sakamusu indai basu da laifi da ake zarginsu
346,0,0,0,0,2,allah ya sakawa fulanin dabasudahannu cikin ta addanco
347,3,1,1,1,0,Kudakukecewa yaci amananku to Ku matane NASA kukaci amanarsu Ku iya bakinku
348,0,0,0,0,2,Allah ya sanya Alkairee ya bada zaman Ify
349,0,0,0,0,2,Allah ya sanya alkairi da albarka a cikin auren.
350,0,0,0,0,2,Allah ya sauwaka wadan da akakashe allah yajikansa darahama
351,0,0,0,0,2,Allah ya sauwaka yaba su wani wajin zama
352,0,0,0,0,2,Allah ya shege maku gaba cikin lamuran aurenku ya kuma da alkhairi ciki
353,0,0,0,0,2,Allah ya shiga tsakanin nagari da mugu.Allah ya jikan wadanda suka mutu.su Kuma Allah ya Tona musu asiri.don annabi mohd.
354,0,0,0,0,2,Allah ya shirya Mana alheri cikin rayuwar mu ðŸ¤²ðŸ¤²
355,0,0,0,0,2,Allah ya shiryeka
356,0,0,0,0,2,Allah ya tabbatar da alkhairi
357,0,0,0,0,2,allah ya taimaki musulunci da musulmai afadin duniya
358,3,1,1,1,0,"Allah ya taimaki sojan Nigeria ya basu sa'a kan makiya, yanzu kusan duk inda kaga gungun fulani, kana tonawa zaka ga AK47 a tsakanin su, ita ma ak tazama sandan kiwo ne, kaji wai antada fulani hamsin da yan kai daga wani wuri wai yazama abin magana, akwai garuruwan da sunfi shekara dari da kafuwa, fulani yan ta adda sun watsa garin sun kashe yara kanana sun yi ma mata fyade kuma sun kashe su daga baya sun kona mutane da ransu. Ba ko tare da sun yi musu laifin komai ba, sa dan an tada wasu mugaye ko kila masu boye yan taadda, kawai sai wani ya bude tsohon bakin shi yana zagin soja."
359,3,1,1,1,0,Kun matar da yan kano jahilai dai da antaba dan siyasa yace musulunci dan film yace musulunci barawo yace ganima musulunci ka ko wane zakacuci mutum kace musulunci kai kowane dan iska ya tashi yin shegantakar sa sai yace musulunci wani ma ko fatihar kirki be iyaba. Dan allah alumar kano wane irin musulunci mukeyi ne
360,0,0,0,0,2,Allah ya taimaki sojojin Nigeria kan yan ta'addan fulani
361,2,1,1,0,2,ALLAH ya taimaki SojojinMu Tabbas Akwai Daliin Yi Masu Haka ALLAH ka kara Tonam 'Yan Ta'addan Fulani Asiri. Shawara Nan gaba idan kuka Rusa Toh ku Banka Masu WuTa.
362,0,0,0,0,2,Allah ya temaki sarki
363,3,1,1,1,0,Ai sai yabar kujerar majalisa Indai da gaske yakeyi dan kunkurun kudu
364,0,0,0,0,2,Allah ya tsaremu abun haryakai can
365,3,1,1,1,0,Allah ya tsine uwar mai karya
366,0,0,0,0,2,Allah ya zaunar da ita
367,0,0,0,0,2,Allah ya zaunar Mana da qasar mu
368,0,0,0,0,2,allah yabada zaman lpy
369,3,1,1,1,0,Marasa kunya buhari aiba masari bane ina security votes da ake turo maku?gwabnoni na sayen motoci masu sulke suna badawa wasu suna recruiting yan viglantee 2000 dubu biyu don tsare al umma ku mekuke?babagana zulum yagama tonama duk wani gwabna asiri kufito akaremu daku sai mugane kuna kishinmu security forces nawa aka turo kunbi kun tabbatar da suna aiki?anma kuna gani ana masu amnesty su barayin me kukai?alkalai nata cin karensu bakudau matakiba?kulba na banna ana cewa jabace mu ba jahilaibane da ilminmu.
